image,label
video_20260507_164640_frame_00000098_1633ms.png,2026-05-07 16:46:35.621
video_20260507_164640_frame_00000099_1649ms.png,2026-05-07 16:46:35.637
video_20260507_164640_frame_00000100_1666ms.png,2026-05-07 16:46:35.654
video_20260507_164640_frame_00000101_1683ms.png,2026-05-07 16:46:35.671
video_20260507_164640_frame_00000102_1699ms.png,2026-05-07 16:46:35.687
video_20260507_164640_frame_00000103_1716ms.png,2026-05-07 16:46:35.704
video_20260507_164640_frame_00000104_1733ms.png,2026-05-07 16:46:35.721
video_20260507_164640_frame_00000105_1749ms.png,2026-05-07 16:46:35.737
video_20260507_164640_frame_00000106_1766ms.png,2026-05-07 16:46:35.754
video_20260507_164640_frame_00000107_1783ms.png,2026-05-07 16:46:35.771
video_20260507_164640_frame_00000108_1799ms.png,2026-05-07 16:46:35.787
video_20260507_164640_frame_00000109_1816ms.png,2026-05-07 16:46:35.804
video_20260507_164640_frame_00000110_1833ms.png,2026-05-07 16:46:35.821
video_20260507_164640_frame_00000111_1849ms.png,2026-05-07 16:46:35.837
video_20260507_164640_frame_00000112_1866ms.png,2026-05-07 16:46:35.854
video_20260507_164640_frame_00000113_1883ms.png,2026-05-07 16:46:35.871
video_20260507_164640_frame_00000114_1899ms.png,2026-05-07 16:46:35.887
video_20260507_164640_frame_00000115_1916ms.png,2026-05-07 16:46:35.904
video_20260507_164640_frame_00000116_1933ms.png,2026-05-07 16:46:35.921
video_20260507_164640_frame_00000117_1949ms.png,2026-05-07 16:46:35.937
video_20260507_164640_frame_00000118_1966ms.png,2026-05-07 16:46:35.954
video_20260507_164640_frame_00000119_1983ms.png,2026-05-07 16:46:35.971
video_20260507_164640_frame_00000120_1999ms.png,2026-05-07 16:46:35.987
video_20260507_164640_frame_00000121_2016ms.png,2026-05-07 16:46:36.004
video_20260507_164640_frame_00000122_2033ms.png,2026-05-07 16:46:36.021
video_20260507_164640_frame_00000123_2049ms.png,2026-05-07 16:46:36.037
video_20260507_164640_frame_00000124_2066ms.png,2026-05-07 16:46:36.054
video_20260507_164640_frame_00000125_2083ms.png,2026-05-07 16:46:36.071
video_20260507_164640_frame_00000126_2099ms.png,2026-05-07 16:46:36.087
video_20260507_164640_frame_00000127_2116ms.png,2026-05-07 16:46:36.104
video_20260507_164640_frame_00000128_2133ms.png,2026-05-07 16:46:36.121
video_20260507_164640_frame_00000129_2149ms.png,2026-05-07 16:46:36.137
video_20260507_164640_frame_00000130_2166ms.png,2026-05-07 16:46:36.154
video_20260507_164640_frame_00000131_2183ms.png,2026-05-07 16:46:36.171
video_20260507_164640_frame_00000132_2199ms.png,2026-05-07 16:46:36.187
video_20260507_164640_frame_00000133_2216ms.png,2026-05-07 16:46:36.204
video_20260507_164640_frame_00000134_2233ms.png,2026-05-07 16:46:36.221
video_20260507_164640_frame_00000135_2249ms.png,2026-05-07 16:46:36.237
video_20260507_164640_frame_00000136_2266ms.png,2026-05-07 16:46:36.254
video_20260507_164640_frame_00000137_2283ms.png,2026-05-07 16:46:36.271
video_20260507_164640_frame_00000138_2299ms.png,2026-05-07 16:46:36.287
video_20260507_164640_frame_00000139_2316ms.png,2026-05-07 16:46:36.304
video_20260507_164640_frame_00000140_2333ms.png,2026-05-07 16:46:36.321
video_20260507_164640_frame_00000141_2349ms.png,2026-05-07 16:46:36.337
video_20260507_164640_frame_00000142_2366ms.png,2026-05-07 16:46:36.354
video_20260507_164640_frame_00000143_2383ms.png,2026-05-07 16:46:36.371
video_20260507_164640_frame_00000144_2399ms.png,2026-05-07 16:46:36.387
video_20260507_164640_frame_00000145_2416ms.png,2026-05-07 16:46:36.404
video_20260507_164640_frame_00000146_2433ms.png,2026-05-07 16:46:36.421
video_20260507_164640_frame_00000147_2449ms.png,2026-05-07 16:46:36.437
video_20260507_164640_frame_00000148_2466ms.png,2026-05-07 16:46:36.454
video_20260507_164640_frame_00000149_2483ms.png,2026-05-07 16:46:36.471
video_20260507_164640_frame_00000150_2499ms.png,2026-05-07 16:46:36.487
video_20260507_164640_frame_00000151_2516ms.png,2026-05-07 16:46:36.504
video_20260507_164640_frame_00000152_2533ms.png,2026-05-07 16:46:36.521
video_20260507_164640_frame_00000153_2549ms.png,2026-05-07 16:46:36.537
video_20260507_164640_frame_00000154_2566ms.png,2026-05-07 16:46:36.554
video_20260507_164640_frame_00000155_2583ms.png,2026-05-07 16:46:36.571
video_20260507_164640_frame_00000156_2599ms.png,2026-05-07 16:46:36.587
video_20260507_164640_frame_00000157_2616ms.png,2026-05-07 16:46:36.604
video_20260507_164640_frame_00000158_2633ms.png,2026-05-07 16:46:36.621
video_20260507_164640_frame_00000159_2649ms.png,2026-05-07 16:46:36.637
video_20260507_164640_frame_00000160_2666ms.png,2026-05-07 16:46:36.654
video_20260507_164640_frame_00000161_2683ms.png,2026-05-07 16:46:36.671
video_20260507_164640_frame_00000162_2699ms.png,2026-05-07 16:46:36.687
video_20260507_164640_frame_00000163_2716ms.png,2026-05-07 16:46:36.704
video_20260507_164640_frame_00000164_2733ms.png,2026-05-07 16:46:36.721
video_20260507_164640_frame_00000165_2749ms.png,2026-05-07 16:46:36.737
video_20260507_164640_frame_00000166_2766ms.png,2026-05-07 16:46:36.754
video_20260507_164640_frame_00000167_2783ms.png,2026-05-07 16:46:36.771
video_20260507_164640_frame_00000168_2799ms.png,2026-05-07 16:46:36.787
video_20260507_164640_frame_00000169_2816ms.png,2026-05-07 16:46:36.804
video_20260507_164640_frame_00000170_2833ms.png,2026-05-07 16:46:36.821
video_20260507_164640_frame_00000171_2849ms.png,2026-05-07 16:46:36.837
video_20260507_164640_frame_00000172_2866ms.png,2026-05-07 16:46:36.854
video_20260507_164640_frame_00000173_2883ms.png,2026-05-07 16:46:36.871
video_20260507_164640_frame_00000174_2899ms.png,2026-05-07 16:46:36.887
video_20260507_164640_frame_00000175_2916ms.png,2026-05-07 16:46:36.904
video_20260507_164640_frame_00000176_2933ms.png,2026-05-07 16:46:36.921
video_20260507_164640_frame_00000177_2949ms.png,2026-05-07 16:46:36.937
video_20260507_164640_frame_00000178_2966ms.png,2026-05-07 16:46:36.954
video_20260507_164640_frame_00000179_2983ms.png,2026-05-07 16:46:36.971
video_20260507_164640_frame_00000180_2999ms.png,2026-05-07 16:46:36.987
video_20260507_164640_frame_00000181_3016ms.png,2026-05-07 16:46:37.004
video_20260507_164640_frame_00000182_3033ms.png,2026-05-07 16:46:37.021
video_20260507_164640_frame_00000183_3049ms.png,2026-05-07 16:46:37.037
video_20260507_164640_frame_00000184_3066ms.png,2026-05-07 16:46:37.054
video_20260507_164640_frame_00000185_3083ms.png,2026-05-07 16:46:37.071
video_20260507_164640_frame_00000186_3099ms.png,2026-05-07 16:46:37.087
video_20260507_164640_frame_00000187_3116ms.png,2026-05-07 16:46:37.104
video_20260507_164640_frame_00000188_3133ms.png,2026-05-07 16:46:37.121
video_20260507_164640_frame_00000189_3149ms.png,2026-05-07 16:46:37.137
video_20260507_164640_frame_00000190_3166ms.png,2026-05-07 16:46:37.154
video_20260507_164640_frame_00000191_3183ms.png,2026-05-07 16:46:37.171
video_20260507_164640_frame_00000192_3199ms.png,2026-05-07 16:46:37.187
video_20260507_164640_frame_00000193_3216ms.png,2026-05-07 16:46:37.204
video_20260507_164640_frame_00000194_3233ms.png,2026-05-07 16:46:37.221
video_20260507_164640_frame_00000195_3249ms.png,2026-05-07 16:46:37.237
video_20260507_164640_frame_00000196_3266ms.png,2026-05-07 16:46:37.254
video_20260507_164640_frame_00000197_3283ms.png,2026-05-07 16:46:37.271
video_20260507_164640_frame_00000198_3299ms.png,2026-05-07 16:46:37.287
video_20260507_164640_frame_00000199_3316ms.png,2026-05-07 16:46:37.304
video_20260507_164640_frame_00000200_3333ms.png,2026-05-07 16:46:37.321
video_20260507_164640_frame_00000201_3349ms.png,2026-05-07 16:46:37.337
video_20260507_164640_frame_00000202_3366ms.png,2026-05-07 16:46:37.354
video_20260507_164640_frame_00000203_3383ms.png,2026-05-07 16:46:37.371
video_20260507_164640_frame_00000204_3399ms.png,2026-05-07 16:46:37.387
video_20260507_164640_frame_00000205_3416ms.png,2026-05-07 16:46:37.404
video_20260507_164640_frame_00000206_3433ms.png,2026-05-07 16:46:37.421
video_20260507_164640_frame_00000207_3449ms.png,2026-05-07 16:46:37.437
video_20260507_164640_frame_00000208_3466ms.png,2026-05-07 16:46:37.454
video_20260507_164640_frame_00000209_3483ms.png,2026-05-07 16:46:37.471
video_20260507_164640_frame_00000210_3499ms.png,2026-05-07 16:46:37.487
video_20260507_164640_frame_00000211_3516ms.png,2026-05-07 16:46:37.504
video_20260507_164640_frame_00000212_3533ms.png,2026-05-07 16:46:37.521
video_20260507_164640_frame_00000213_3549ms.png,2026-05-07 16:46:37.537
video_20260507_164640_frame_00000214_3566ms.png,2026-05-07 16:46:37.554
video_20260507_164640_frame_00000215_3583ms.png,2026-05-07 16:46:37.571
video_20260507_164640_frame_00000216_3599ms.png,2026-05-07 16:46:37.587
video_20260507_164640_frame_00000217_3616ms.png,2026-05-07 16:46:37.604
video_20260507_164640_frame_00000218_3633ms.png,2026-05-07 16:46:37.621
video_20260507_164640_frame_00000219_3649ms.png,2026-05-07 16:46:37.637
video_20260507_164640_frame_00000220_3666ms.png,2026-05-07 16:46:37.654
video_20260507_164640_frame_00000221_3683ms.png,2026-05-07 16:46:37.671
video_20260507_164640_frame_00000222_3699ms.png,2026-05-07 16:46:37.687
video_20260507_164640_frame_00000223_3716ms.png,2026-05-07 16:46:37.704
video_20260507_164640_frame_00000224_3733ms.png,2026-05-07 16:46:37.721
video_20260507_164640_frame_00000225_3749ms.png,2026-05-07 16:46:37.737
video_20260507_164640_frame_00000226_3766ms.png,2026-05-07 16:46:37.754
video_20260507_164640_frame_00000227_3783ms.png,2026-05-07 16:46:37.771
video_20260507_164640_frame_00000228_3799ms.png,2026-05-07 16:46:37.787
video_20260507_164640_frame_00000229_3816ms.png,2026-05-07 16:46:37.804
video_20260507_164640_frame_00000230_3833ms.png,2026-05-07 16:46:37.821
video_20260507_164640_frame_00000231_3849ms.png,2026-05-07 16:46:37.837
video_20260507_164640_frame_00000232_3866ms.png,2026-05-07 16:46:37.854
video_20260507_164640_frame_00000233_3883ms.png,2026-05-07 16:46:37.871
video_20260507_164640_frame_00000235_3916ms.png,2026-05-07 16:46:37.904
video_20260507_164640_frame_00000238_3966ms.png,2026-05-07 16:46:37.954
video_20260507_164640_frame_00000239_3983ms.png,2026-05-07 16:46:37.971
video_20260507_164640_frame_00000240_3999ms.png,2026-05-07 16:46:37.987
video_20260507_164640_frame_00000241_4016ms.png,2026-05-07 16:46:38.004
video_20260507_164640_frame_00000242_4033ms.png,2026-05-07 16:46:38.021
video_20260507_164640_frame_00000243_4049ms.png,2026-05-07 16:46:38.037
video_20260507_164640_frame_00000244_4066ms.png,2026-05-07 16:46:38.054
video_20260507_164640_frame_00000245_4083ms.png,2026-05-07 16:46:38.071
video_20260507_164640_frame_00000246_4099ms.png,2026-05-07 16:46:38.087
video_20260507_164640_frame_00000247_4116ms.png,2026-05-07 16:46:38.104
video_20260507_164640_frame_00000248_4133ms.png,2026-05-07 16:46:38.121
video_20260507_164640_frame_00000249_4149ms.png,2026-05-07 16:46:38.137
video_20260507_164640_frame_00000250_4166ms.png,2026-05-07 16:46:38.154
video_20260507_164640_frame_00000251_4183ms.png,2026-05-07 16:46:38.171
video_20260507_164640_frame_00000252_4199ms.png,2026-05-07 16:46:38.187
video_20260507_164640_frame_00000253_4216ms.png,2026-05-07 16:46:38.204
video_20260507_164640_frame_00000254_4233ms.png,2026-05-07 16:46:38.221
video_20260507_164640_frame_00000255_4249ms.png,2026-05-07 16:46:38.237
video_20260507_164640_frame_00000256_4266ms.png,2026-05-07 16:46:38.254
video_20260507_164640_frame_00000257_4283ms.png,2026-05-07 16:46:38.271
video_20260507_164640_frame_00000258_4299ms.png,2026-05-07 16:46:38.287
video_20260507_164640_frame_00000259_4316ms.png,2026-05-07 16:46:38.304
video_20260507_164640_frame_00000260_4333ms.png,2026-05-07 16:46:38.321
video_20260507_164640_frame_00000261_4349ms.png,2026-05-07 16:46:38.337
video_20260507_164640_frame_00000262_4366ms.png,2026-05-07 16:46:38.354
video_20260507_164640_frame_00000263_4383ms.png,2026-05-07 16:46:38.371
video_20260507_164640_frame_00000264_4399ms.png,2026-05-07 16:46:38.387
video_20260507_164640_frame_00000265_4416ms.png,2026-05-07 16:46:38.404
video_20260507_164640_frame_00000266_4433ms.png,2026-05-07 16:46:38.421
video_20260507_164640_frame_00000267_4449ms.png,2026-05-07 16:46:38.437
video_20260507_164640_frame_00000268_4466ms.png,2026-05-07 16:46:38.454
video_20260507_164640_frame_00000329_5482ms.png,2026-05-07 16:46:39.470
video_20260507_164640_frame_00000330_5499ms.png,2026-05-07 16:46:39.487
video_20260507_164640_frame_00000331_5516ms.png,2026-05-07 16:46:39.504
video_20260507_164640_frame_00000332_5532ms.png,2026-05-07 16:46:39.520
video_20260507_164640_frame_00000333_5549ms.png,2026-05-07 16:46:39.537
video_20260507_164640_frame_00000457_7616ms.png,2026-05-07 16:46:41.604
video_20260507_164640_frame_00000459_7649ms.png,2026-05-07 16:46:41.637
video_20260507_164640_frame_00000460_7666ms.png,2026-05-07 16:46:41.654
video_20260507_164640_frame_00000461_7682ms.png,2026-05-07 16:46:41.670
video_20260507_164640_frame_00000462_7699ms.png,2026-05-07 16:46:41.687
video_20260507_164640_frame_00000463_7716ms.png,2026-05-07 16:46:41.704
video_20260507_164640_frame_00000464_7732ms.png,2026-05-07 16:46:41.720
video_20260507_164640_frame_00000465_7749ms.png,2026-05-07 16:46:41.737
video_20260507_164640_frame_00000466_7766ms.png,2026-05-07 16:46:41.754
video_20260507_164640_frame_00000467_7782ms.png,2026-05-07 16:46:41.770
video_20260507_164640_frame_00000468_7799ms.png,2026-05-07 16:46:41.787
video_20260507_164640_frame_00000469_7816ms.png,2026-05-07 16:46:41.804
video_20260507_164640_frame_00000470_7832ms.png,2026-05-07 16:46:41.820
video_20260507_164640_frame_00000471_7849ms.png,2026-05-07 16:46:41.837
video_20260507_164640_frame_00000472_7866ms.png,2026-05-07 16:46:41.854
video_20260507_164640_frame_00000473_7882ms.png,2026-05-07 16:46:41.870
video_20260507_164640_frame_00000474_7899ms.png,2026-05-07 16:46:41.887
video_20260507_164640_frame_00000509_8482ms.png,2026-05-07 16:46:42.470
video_20260507_164640_frame_00000510_8499ms.png,2026-05-07 16:46:42.487
video_20260507_164640_frame_00000513_8549ms.png,2026-05-07 16:46:42.537
video_20260507_164640_frame_00000549_9149ms.png,2026-05-07 16:46:43.137
video_20260507_164640_frame_00000550_9165ms.png,2026-05-07 16:46:43.153
video_20260507_164640_frame_00000551_9182ms.png,2026-05-07 16:46:43.170
video_20260507_164640_frame_00000552_9199ms.png,2026-05-07 16:46:43.187
video_20260507_164640_frame_00000553_9215ms.png,2026-05-07 16:46:43.203
video_20260507_164640_frame_00000554_9232ms.png,2026-05-07 16:46:43.220
video_20260507_164640_frame_00000555_9249ms.png,2026-05-07 16:46:43.237
video_20260507_164640_frame_00000556_9265ms.png,2026-05-07 16:46:43.253
video_20260507_164640_frame_00000557_9282ms.png,2026-05-07 16:46:43.270
video_20260507_164640_frame_00000558_9299ms.png,2026-05-07 16:46:43.287
video_20260507_164640_frame_00000559_9315ms.png,2026-05-07 16:46:43.303
video_20260507_164640_frame_00000560_9332ms.png,2026-05-07 16:46:43.320
video_20260507_164640_frame_00000561_9349ms.png,2026-05-07 16:46:43.337
video_20260507_164640_frame_00000562_9365ms.png,2026-05-07 16:46:43.353
video_20260507_164640_frame_00000563_9382ms.png,2026-05-07 16:46:43.370
video_20260507_164640_frame_00000564_9399ms.png,2026-05-07 16:46:43.387
video_20260507_164640_frame_00000565_9415ms.png,2026-05-07 16:46:43.403
video_20260507_164640_frame_00000566_9432ms.png,2026-05-07 16:46:43.420
video_20260507_164640_frame_00000567_9449ms.png,2026-05-07 16:46:43.437
video_20260507_164640_frame_00000568_9465ms.png,2026-05-07 16:46:43.453
video_20260507_164640_frame_00000569_9482ms.png,2026-05-07 16:46:43.470
video_20260507_164640_frame_00000570_9499ms.png,2026-05-07 16:46:43.487
video_20260507_164640_frame_00000571_9515ms.png,2026-05-07 16:46:43.503
video_20260507_164640_frame_00000572_9532ms.png,2026-05-07 16:46:43.520
video_20260507_164640_frame_00000573_9549ms.png,2026-05-07 16:46:43.537
video_20260507_164640_frame_00000574_9565ms.png,2026-05-07 16:46:43.553
video_20260507_164640_frame_00000575_9582ms.png,2026-05-07 16:46:43.570
video_20260507_164640_frame_00000576_9599ms.png,2026-05-07 16:46:43.587
video_20260507_164640_frame_00000577_9615ms.png,2026-05-07 16:46:43.603
video_20260507_164640_frame_00000578_9632ms.png,2026-05-07 16:46:43.620
video_20260507_164640_frame_00000579_9649ms.png,2026-05-07 16:46:43.637
video_20260507_164640_frame_00000580_9665ms.png,2026-05-07 16:46:43.653
video_20260507_164640_frame_00000581_9682ms.png,2026-05-07 16:46:43.670
video_20260507_164640_frame_00000582_9699ms.png,2026-05-07 16:46:43.687
video_20260507_164640_frame_00000583_9715ms.png,2026-05-07 16:46:43.703
video_20260507_164640_frame_00000584_9732ms.png,2026-05-07 16:46:43.720
video_20260507_164640_frame_00000585_9749ms.png,2026-05-07 16:46:43.737
video_20260507_164640_frame_00000586_9765ms.png,2026-05-07 16:46:43.753
video_20260507_164640_frame_00000587_9782ms.png,2026-05-07 16:46:43.770
video_20260507_164640_frame_00000588_9799ms.png,2026-05-07 16:46:43.787
video_20260507_164640_frame_00000589_9815ms.png,2026-05-07 16:46:43.803
video_20260507_164640_frame_00000590_9832ms.png,2026-05-07 16:46:43.820
video_20260507_164640_frame_00000591_9849ms.png,2026-05-07 16:46:43.837
video_20260507_164640_frame_00000592_9865ms.png,2026-05-07 16:46:43.853
video_20260507_164640_frame_00000593_9882ms.png,2026-05-07 16:46:43.870
video_20260507_164640_frame_00000594_9899ms.png,2026-05-07 16:46:43.887
video_20260507_164640_frame_00000595_9915ms.png,2026-05-07 16:46:43.903
video_20260507_164640_frame_00000596_9932ms.png,2026-05-07 16:46:43.920
video_20260507_164640_frame_00000597_9949ms.png,2026-05-07 16:46:43.937
video_20260507_164640_frame_00000598_9965ms.png,2026-05-07 16:46:43.953
video_20260507_164640_frame_00000599_9982ms.png,2026-05-07 16:46:43.970
video_20260507_164640_frame_00000600_9999ms.png,2026-05-07 16:46:43.987
video_20260507_164640_frame_00000601_10015ms.png,2026-05-07 16:46:44.003
video_20260507_164640_frame_00000602_10032ms.png,2026-05-07 16:46:44.020
video_20260507_164640_frame_00000603_10049ms.png,2026-05-07 16:46:44.037
video_20260507_164640_frame_00000604_10065ms.png,2026-05-07 16:46:44.053
video_20260507_164640_frame_00000605_10082ms.png,2026-05-07 16:46:44.070
video_20260507_164640_frame_00000606_10099ms.png,2026-05-07 16:46:44.087
video_20260507_164640_frame_00000607_10115ms.png,2026-05-07 16:46:44.103
video_20260507_164640_frame_00000608_10132ms.png,2026-05-07 16:46:44.120
video_20260507_164640_frame_00000609_10149ms.png,2026-05-07 16:46:44.137
video_20260507_164640_frame_00000610_10165ms.png,2026-05-07 16:46:44.153
video_20260507_164640_frame_00000611_10182ms.png,2026-05-07 16:46:44.170
video_20260507_164640_frame_00000612_10199ms.png,2026-05-07 16:46:44.187
video_20260507_164640_frame_00000613_10215ms.png,2026-05-07 16:46:44.203
video_20260507_164640_frame_00000614_10232ms.png,2026-05-07 16:46:44.220
video_20260507_164640_frame_00000615_10249ms.png,2026-05-07 16:46:44.237
video_20260507_164640_frame_00000616_10265ms.png,2026-05-07 16:46:44.253
video_20260507_164640_frame_00000617_10282ms.png,2026-05-07 16:46:44.270
video_20260507_164640_frame_00000618_10299ms.png,2026-05-07 16:46:44.287
video_20260507_164640_frame_00000619_10315ms.png,2026-05-07 16:46:44.303
video_20260507_164640_frame_00000620_10332ms.png,2026-05-07 16:46:44.320
video_20260507_164640_frame_00000621_10349ms.png,2026-05-07 16:46:44.337
video_20260507_164640_frame_00000622_10365ms.png,2026-05-07 16:46:44.353
video_20260507_164640_frame_00000623_10382ms.png,2026-05-07 16:46:44.370
video_20260507_164640_frame_00000624_10399ms.png,2026-05-07 16:46:44.387
video_20260507_164640_frame_00000625_10415ms.png,2026-05-07 16:46:44.403
video_20260507_164640_frame_00000626_10432ms.png,2026-05-07 16:46:44.420
video_20260507_164640_frame_00000627_10449ms.png,2026-05-07 16:46:44.437
video_20260507_164640_frame_00000628_10465ms.png,2026-05-07 16:46:44.453
video_20260507_164640_frame_00000629_10482ms.png,2026-05-07 16:46:44.470
video_20260507_164640_frame_00000630_10499ms.png,2026-05-07 16:46:44.487
video_20260507_164640_frame_00000631_10515ms.png,2026-05-07 16:46:44.503
video_20260507_164640_frame_00000632_10532ms.png,2026-05-07 16:46:44.520
video_20260507_164640_frame_00000633_10549ms.png,2026-05-07 16:46:44.537
video_20260507_164640_frame_00000634_10565ms.png,2026-05-07 16:46:44.553
video_20260507_164640_frame_00000635_10582ms.png,2026-05-07 16:46:44.570
video_20260507_164640_frame_00000636_10599ms.png,2026-05-07 16:46:44.587
video_20260507_164640_frame_00000639_10649ms.png,2026-05-07 16:46:44.637
video_20260507_164640_frame_00000640_10665ms.png,2026-05-07 16:46:44.653
video_20260507_164640_frame_00000641_10682ms.png,2026-05-07 16:46:44.670
video_20260507_164640_frame_00000642_10699ms.png,2026-05-07 16:46:44.687
video_20260507_164640_frame_00000643_10715ms.png,2026-05-07 16:46:44.703
video_20260507_164640_frame_00000644_10732ms.png,2026-05-07 16:46:44.720
video_20260507_164640_frame_00000645_10749ms.png,2026-05-07 16:46:44.737
video_20260507_164640_frame_00000646_10765ms.png,2026-05-07 16:46:44.753
video_20260507_164640_frame_00000647_10782ms.png,2026-05-07 16:46:44.770
video_20260507_164640_frame_00000648_10799ms.png,2026-05-07 16:46:44.787
video_20260507_164640_frame_00000649_10815ms.png,2026-05-07 16:46:44.803
video_20260507_164640_frame_00000650_10832ms.png,2026-05-07 16:46:44.820
video_20260507_164640_frame_00000651_10849ms.png,2026-05-07 16:46:44.837
video_20260507_164640_frame_00000652_10865ms.png,2026-05-07 16:46:44.853
video_20260507_164640_frame_00000653_10882ms.png,2026-05-07 16:46:44.870
